2022	78
2022	100
2022	64
2024	60
2024	99
2024	92
2022	85
2023	62
2023	64
2024	87
2022	88
2022	76
2023	75
2023	86
2022	72
2022	78
2024	62
2023	89
2023	67
2024	99
2024	68
2023	84
2022	80
2024	68
2022	70
2022	84
2024	83
2024	61
2024	79
2023	78
2023	69
2022	69
2024	94
2024	85
2024	67
2022	73
2024	63
2022	68
2022	97
2023	95
2024	65
2023	96
2023	84
2024	88
2022	68
2023	65
2022	60
2024	98
2024	81
2023	60
2024	76
2023	70
2022	69
2022	63
2023	68
2022	62
2024	68
2023	85
2024	94
2022	90
2024	82
2024	65
2023	61
2023	70
2022	78
2023	97
2023	71
2024	94
2023	70
2023	74
2024	80
2024	61
2024	72
2024	67
2024	76
2024	84
2023	80
2022	64
2023	90
2022	97
2024	91
2022	73
2024	87
2024	72
2022	72
2023	74
2022	64
2023	80
2022	75
2024	86
2023	64
2023	64
2022	100
2024	89
2022	66
2024	82
2022	76
2023	60
2022	100
2023	70
2024	100
2022	100
2023	78
2023	92
2023	63
2022	63
2024	69
2023	68
2023	84
2023	96
2024	70
2024	64
2022	75
2024	97
2022	97
2024	87
2022	88
2022	64
2023	61
2022	66
2022	68
2024	80
2023	63
2023	86
2023	84
2024	94
2022	79
2024	66
2023	88
2023	81
2022	67
2022	82
2022	64
2022	81
2023	65
2022	84
2022	95
2022	61
2023	70
2023	95
2022	67
2024	74
2023	76
2024	82
2024	85
2022	92
2022	70
2023	80
2022	97
2023	65
2022	62
2022	95
2023	68
2022	89
2022	74
2023	93
2022	65
2024	77
2024	77
2023	60
2023	84
2024	99
2022	92
2023	61
2024	94
2022	98
2022	87
2023	98
2023	76
2022	75
2022	65
2022	80
2024	60
2023	92
2022	94
2024	72
2023	65
2024	91
2023	78
2023	96
2023	76
2023	86
2024	70
2024	92
2022	63
2024	70
2022	64
2024	79
2024	62
2024	73
2022	71
2023	73
2023	60
2024	61
2022	64
2022	93
2023	96
2023	60
2023	78
2024	66
2022	66
2022	62
2022	91
2022	96
2024	67
2024	90
2022	60
2024	89
2022	96
2024	77
2022	90
2023	93
2024	70
2022	60
2024	75
2023	67
2023	76
2022	94
2024	89
2022	99
2024	60
2024	89
2022	64
2022	99
2024	79
2022	99
2024	60
2023	71
2022	69
2023	88
2023	68
2022	81
2022	82
2023	76
2024	91
2022	85
2023	72
2022	65
2024	95
2024	87
2024	72
2024	70
2024	65
2024	100
2022	62
2023	63
2024	100
2024	90
2022	85
2022	95
2023	76
2023	72
2023	91
2023	79
2023	99
2024	99
2024	67
2023	69
2024	95
2022	82
2024	75
2023	89
2022	90
2023	79
2023	62
2022	99
2024	69
2024	92
2023	94
2022	68
2024	76
2022	64
2022	68
2024	95
2023	63
2023	73
2022	75
2023	66
2024	76
2024	65
2023	92
2022	95
2024	82
2023	63
2022	82
2023	92
2023	63
2024	88
2022	95
2022	67
2022	64
2023	87
2022	76
2022	96
2022	72
2022	60
2023	61
2022	83
2023	63
2022	73
2023	67
2023	87
2023	98
2024	88
2022	64
2023	89
2024	60
2023	84
2024	68
2023	63
2024	90
2023	91
2024	66
2022	79
2023	83
2024	67
2023	95
2024	69
2024	89
2024	100
2023	78
2023	87
2023	68
2024	66
2022	84
2022	99
2022	100
2023	89
2024	66
2023	84
2022	95
2024	91
2024	85
2023	73
2023	83
2022	83
2024	76
2022	98
2024	77
2022	90
2023	65
2024	77
2023	81
2023	74
2022	93
2022	65
2022	95
2023	81
2022	79
2023	86
2022	86
2022	68
2023	65
2022	70
2023	100
2022	78
2022	79
2022	71
2022	93
2023	85
2023	97
2023	80
2022	98
2024	81
2023	85
2022	100
2024	91
2022	88
2023	68
2024	98
2023	97
2024	85
2024	67
2022	63
2024	88
2022	84
2024	75
2022	83
2023	77
2022	73
2023	69
2024	84
2022	69
2022	81
2024	72
2022	81
2023	75
2023	64
2024	71
2022	67
2022	61
2023	64
2022	79
2022	97
2024	92
2024	76
2022	94
2024	74
2023	73
2024	74
2022	91
2023	77
2022	79
2024	98
2022	84
2022	98
2024	90
2024	97
2022	79
2022	94
2023	90
2024	76
2024	65
2022	64
2023	70
2024	62
2024	64
2022	73
2024	70
2022	76
2022	79
2022	88
2023	84
2024	74
2023	66
2024	74
2023	63
2022	77
2024	85
2023	98
2023	90
2023	79
2023	82
2023	69
2024	84
2022	88
2023	80
2022	83
2023	81
2024	84
2024	99
